id,noTrans,paidType,cardInit,cardName,cardNumber,totalpaid,MachineName,CompanyCharge,CustomerCharge,ReffNo,ProgressiveDisc
60691,01SCS19E010058,CASH,-,-,-,94500,-,0,0,-,0
60692,01SCS19E010059,CASH,-,-,-,100000,-,0,0,-,0
60693,01SCS19E010060,CASH,-,-,-,255000,-,0,0,-,0
60694,01SCS19E010061,CASH,-,-,-,252000,-,0,0,-,0
60696,01SCS19E010063,CASH,-,-,-,120000,-,0,0,-,0
60697,01SCS19E010064,CASH,-,-,-,248000,-,0,0,-,0
60698,01SCS19E010065,CASH,-,-,-,112000,-,0,0,-,0
60699,01SCS19E010066,CASH,-,-,-,108000,-,0,0,-,0
60700,01SCS19E010067,CASH,-,-,-,334000,-,0,0,-,0
60703,01SCS19E010070,CASH,-,-,-,52500,-,0,0,-,0
60704,01SCS19E010071,CASH,-,-,-,284000,-,0,0,-,0
60705,01SCS19E010072,CASH,-,-,-,210500,-,0,0,-,0
60708,01SCS19E010075,CASH,-,-,-,94500,-,0,0,-,0
60709,01SCS19E010076,CASH,-,-,-,94500,-,0,0,-,0
60710,01SCS19E010077,CASH,-,-,-,94500,-,0,0,-,0
60711,01SCS19E010078,CASH,-,-,-,284000,-,0,0,-,0
60713,01SCS19E010080,CASH,-,-,-,135000,-,0,0,-,0
60714,01SCS19E010081,CASH,-,-,-,262500,-,0,0,-,0
60715,01SCS19E010082,CASH,-,-,-,50000,-,0,0,-,0
60716,01SCS19E010083,CASH,-,-,-,220500,-,0,0,-,0
60717,01SCS19E010084,CASH,-,-,-,94500,-,0,0,-,0
60718,01SCS19E010085,CASH,-,-,-,220500,-,0,0,-,0
60719,01SCS19E010086,CASH,-,-,-,420000,-,0,0,-,0
60721,01SCS19E010088,CASH,-,-,-,328500,-,0,0,-,0
60722,01SCS19E010089,CASH,-,-,-,50000,-,0,0,-,0
60723,01SCS19E010090,CASH,-,-,-,160000,-,0,0,-,0
60724,01SCS19E010091,CASH,-,-,-,160000,-,0,0,-,0
60726,01SCS19E010093,CASH,-,-,-,135000,-,0,0,-,0
60727,01SCS19E010094,CASH,-,-,-,430500,-,0,0,-,0
60728,01SCS19E010095,CASH,-,-,-,485800,-,0,0,-,0
60729,01SCS19E010096,CASH,-,-,-,50000,-,0,0,-,0
60730,01SCS19E010097,CASH,-,-,-,50000,-,0,0,-,0
60731,01SCS19E010098,CASH,-,-,-,207500,-,0,0,-,0
60732,01SCS19E010099,CASH,-,-,-,220500,-,0,0,-,0
60733,01SCS19E010100,CASH,-,-,-,252000,-,0,0,-,0
60736,01SCS19E010103,CASH,-,-,-,260000,-,0,0,-,0
60737,01SCS19E010104,CASH,-,-,-,94500,-,0,0,-,0
60738,01SCS19E010105,CASH,-,-,-,50000,-,0,0,-,0
60740,01SCS19E010107,CASH,-,-,-,112000,-,0,0,-,0
60741,01SCS19E010108,CASH,-,-,-,154000,-,0,0,-,0
60742,01SCS19E010109,CASH,-,-,-,120000,-,0,0,-,0
60743,01SCS19E010110,CASH,-,-,-,227500,-,0,0,-,0
60744,01SCS19E010111,CASH,-,-,-,124000,-,0,0,-,0
60745,01SCS19E010112,CASH,-,-,-,319200,-,0,0,-,0
60746,01SCS19E010113,CASH,-,-,-,157500,-,0,0,-,0
60747,01SCS19E010114,CASH,-,-,-,116000,-,0,0,-,0
60751,01SCS19E010118,CASH,-,-,-,68000,-,0,0,-,0
60753,01SCS19E010120,CASH,-,-,-,50000,-,0,0,-,0
60754,01SCS19E010121,CASH,-,-,-,472000,-,0,0,-,0
60755,01SCS19E010122,CASH,-,-,-,220500,-,0,0,-,0
60757,01SCS19E010124,CASH,-,-,-,135000,-,0,0,-,0
60758,01SCS19E010125,CASH,-,-,-,504000,-,0,0,-,0
60759,01SCS19E010126,CASH,-,-,-,160000,-,0,0,-,0
60761,01SCS19E010128,CASH,-,-,-,175000,-,0,0,-,0
60763,01SCS19E010130,CASH,-,-,-,120000,-,0,0,-,0
60765,01SCS19E010132,CASH,-,-,-,333000,-,0,0,-,0
60767,01SCS19E010134,CASH,-,-,-,220500,-,0,0,-,0
60769,01SCS19E010136,CASH,-,-,-,105000,-,0,0,-,0
60772,01SCS19E010139,CASH,-,-,-,108000,-,0,0,-,0
60773,01SCS19E010140,CASH,-,-,-,252500,-,0,0,-,0
60774,01SCS19E010141,CASH,-,-,-,210000,-,0,0,-,0
60775,01SCS19E010142,CASH,-,-,-,220500,-,0,0,-,0
60776,01SCS19E010143,CASH,-,-,-,120000,-,0,0,-,0
60777,01SCS19E010144,CASH,-,-,-,135000,-,0,0,-,0
60778,01SCS19E010145,CASH,-,-,-,220500,-,0,0,-,0
60779,01SCS19E010146,CASH,-,-,-,70000,-,0,0,-,0
60780,01SCS19E010147,CASH,-,-,-,220500,-,0,0,-,0
60782,01SCS19E010149,CASH,-,-,-,50000,-,0,0,-,0
60783,01SCS19E010150,CASH,-,-,-,245000,-,0,0,-,0
60785,01SCS19E010152,CASH,-,-,-,205800,-,0,0,-,0
60786,01SCS19E010153,CASH,-,-,-,98000,-,0,0,-,0
60787,01SCS19E010154,CASH,-,-,-,270500,-,0,0,-,0
60789,01SCS19E010156,CASH,-,-,-,135000,-,0,0,-,0
60793,01SCS19E010160,CASH,-,-,-,135000,-,0,0,-,0
60794,01SCS19E010161,CASH,-,-,-,245000,-,0,0,-,0
60795,01SCS19E010162,CASH,-,-,-,220500,-,0,0,-,0
60797,01SCS19E010164,CASH,-,-,-,50000,-,0,0,-,0
60798,01SCS19E010165,CASH,-,-,-,175000,-,0,0,-,0
60799,01SCS19E010166,CASH,-,-,-,160000,-,0,0,-,0
60802,01SCS19E010169,CASH,-,-,-,157500,-,0,0,-,0
60803,01SCS19E010170,CASH,-,-,-,252000,-,0,0,-,0
60804,01SCS19E010171,CASH,-,-,-,260000,-,0,0,-,0
60805,01SCS19E010172,CASH,-,-,-,135000,-,0,0,-,0
60806,01SCS19E010173,CASH,-,-,-,135000,-,0,0,-,0
60807,01SCS19E010174,CASH,-,-,-,245000,-,0,0,-,0
60808,01SCS19E010175,CASH,-,-,-,169500,-,0,0,-,0
60810,01SCS19E010177,CASH,-,-,-,265000,-,0,0,-,0
60811,01SCS19E010178,CASH,-,-,-,189000,-,0,0,-,0
60812,01SCS19E010179,CASH,-,-,-,120000,-,0,0,-,0
60814,01SCS19E010181,CASH,-,-,-,80500,-,0,0,-,0
60815,01SCS19E010182,CASH,-,-,-,100000,-,0,0,-,0
60817,01SCS19E010184,CASH,-,-,-,80500,-,0,0,-,0
60818,01SCS19E010185,CASH,-,-,-,210500,-,0,0,-,0
60821,01SCS19E010188,CASH,-,-,-,70000,-,0,0,-,0
60823,01SCS19E010190,CASH,-,-,-,70000,-,0,0,-,0
60825,01SCS19E010192,CASH,-,-,-,210500,-,0,0,-,0
60826,01SCS19E010193,CASH,-,-,-,322000,-,0,0,-,0
60827,01SCS19E010194,CASH,-,-,-,312000,-,0,0,-,0
60828,01SCS19E010195,CASH,-,-,-,94500,-,0,0,-,0
60829,01SCS19E010196,CASH,-,-,-,116000,-,0,0,-,0
60830,01SCS19E010197,CASH,-,-,-,262500,-,0,0,-,0
60831,01SCS19E010198,CASH,-,-,-,245000,-,0,0,-,0
60832,01SCS19E010199,CASH,-,-,-,91000,-,0,0,-,0
60833,01SCS19E010200,CASH,-,-,-,160000,-,0,0,-,0
60834,01SCS19E010201,CASH,-,-,-,472500,-,0,0,-,0
60835,01SCS19E010202,CASH,-,-,-,299700,-,0,0,-,0
60837,01SCS19E010204,CASH,-,-,-,220500,-,0,0,-,0
60838,01SCS19E010205,CASH,-,-,-,259000,-,0,0,-,0
60839,01SCS19E010206,CASH,-,-,-,50000,-,0,0,-,0
60841,01SCS19E010208,CASH,-,-,-,175000,-,0,0,-,0
60842,01SCS19E010209,CASH,-,-,-,175000,-,0,0,-,0
60843,01SCS19E010210,CASH,-,-,-,52500,-,0,0,-,0
60844,01SCS19E010211,CASH,-,-,-,124000,-,0,0,-,0
60845,01SCS19E010212,CASH,-,-,-,220500,-,0,0,-,0
60846,01SCS19E010213,CASH,-,-,-,94500,-,0,0,-,0
60847,01SCS19E010214,CASH,-,-,-,204000,-,0,0,-,0
60848,01SCS19E010215,CASH,-,-,-,116000,-,0,0,-,0
60849,01SCS19E010216,CASH,-,-,-,220500,-,0,0,-,0
60850,01SCS19E010217,CASH,-,-,-,175000,-,0,0,-,0
60851,01SCS19E010218,CASH,-,-,-,260000,-,0,0,-,0
60853,01SCS19E010220,CASH,-,-,-,124000,-,0,0,-,0
60854,01SCS19E010221,CASH,-,-,-,135000,-,0,0,-,0
60857,01SCS19E010224,CASH,-,-,-,120000,-,0,0,-,0
60860,01SCS19E010227,CASH,-,-,-,240000,-,0,0,-,0
60861,01SCS19E010228,CASH,-,-,-,120000,-,0,0,-,0
60862,01SCS19E010229,CASH,-,-,-,199200,-,0,0,-,0
60863,01SCS19E010230,CASH,-,-,-,135000,-,0,0,-,0
60864,01SCS19E010231,CASH,-,-,-,262500,-,0,0,-,0
60865,01SCS19E010232,CASH,-,-,-,175000,-,0,0,-,0
60866,01SCS19E010233,CASH,-,-,-,189000,-,0,0,-,0
60867,01SCS19E010234,CASH,-,-,-,252000,-,0,0,-,0
60868,01SCS19E010235,CASH,-,-,-,260000,-,0,0,-,0
60869,01SCS19E010236,CASH,-,-,-,276000,-,0,0,-,0
60870,01SCS19E010237,CASH,-,-,-,100000,-,0,0,-,0
60872,01SCS19E010239,CASH,-,-,-,220500,-,0,0,-,0
60873,01SCS19E010240,CASH,-,-,-,112000,-,0,0,-,0
60874,01SCS19E010241,CASH,-,-,-,284000,-,0,0,-,0
60875,01SCS19E010242,CASH,-,-,-,211000,-,0,0,-,0
60876,01SCS19E010243,CASH,-,-,-,325500,-,0,0,-,0
60877,01SCS19E010244,CASH,-,-,-,111300,-,0,0,-,0
60878,01SCS19E010245,CASH,-,-,-,224000,-,0,0,-,0
60879,01SCS19E010246,CASH,-,-,-,196000,-,0,0,-,0
60881,01SCS19E010248,CASH,-,-,-,252000,-,0,0,-,0
60882,01SCS19E010249,CASH,-,-,-,283500,-,0,0,-,0
60883,01SCS19E010250,CASH,-,-,-,206500,-,0,0,-,0
60884,01SCS19E010251,CASH,-,-,-,94500,-,0,0,-,0
60885,01SCS19E010252,CASH,-,-,-,94500,-,0,0,-,0
60886,01SCS19E010253,CASH,-,-,-,101500,-,0,0,-,0
60887,01SCS19E010254,CASH,-,-,-,235000,-,0,0,-,0
60888,01SCS19E020001,CASH,-,-,-,279500,-,0,0,-,0
60889,01SCS19E020002,CASH,-,-,-,315000,-,0,0,-,0
60890,01SCS19E020003,CASH,-,-,-,492300,-,0,0,-,0
60891,01SCS19E020004,CASH,-,-,-,175000,-,0,0,-,0
60892,01SCS19E020005,CASH,-,-,-,94500,-,0,0,-,0
60894,01SCS19E020007,CASH,-,-,-,108000,-,0,0,-,0
60896,01SCS19E020009,CASH,-,-,-,308000,-,0,0,-,0
60897,01SCS19E020010,CASH,-,-,-,120000,-,0,0,-,0
60898,01SCS19E020011,CASH,-,-,-,252000,-,0,0,-,0
60899,01SCS19E020012,CASH,-,-,-,160000,-,0,0,-,0
60900,01SCS19E020013,CASH,-,-,-,204000,-,0,0,-,0
60901,01SCS19E020014,CASH,-,-,-,534500,-,0,0,-,0
60902,01SCS19E020015,CASH,-,-,-,220500,-,0,0,-,0
60903,01SCS19E020016,CASH,-,-,-,50000,-,0,0,-,0
60904,01SCS19E020017,CASH,-,-,-,364000,-,0,0,-,0
60905,01SCS19E020018,CASH,-,-,-,228000,-,0,0,-,0
60906,01SCS19E020019,CASH,-,-,-,160000,-,0,0,-,0
60907,01SCS19E020020,CASH,-,-,-,395500,-,0,0,-,0
60910,01SCS19E020023,CASH,-,-,-,252000,-,0,0,-,0
60911,01SCS19E020024,CASH,-,-,-,395000,-,0,0,-,0
60912,01SCS19E020025,CASH,-,-,-,252000,-,0,0,-,0
60913,01SCS19E020026,CASH,-,-,-,220000,-,0,0,-,0
60914,01SCS19E020027,CASH,-,-,-,230000,-,0,0,-,0
60915,01SCS19E020028,CASH,-,-,-,84000,-,0,0,-,0
60916,01SCS19E020029,CASH,-,-,-,262500,-,0,0,-,0
60917,01SCS19E020030,CASH,-,-,-,84000,-,0,0,-,0
60918,01SCS19E020031,CASH,-,-,-,116000,-,0,0,-,0
60919,01SCS19E020032,CASH,-,-,-,239200,-,0,0,-,0
60920,01SCS19E020033,CASH,-,-,-,135000,-,0,0,-,0
60921,01SCS19E020034,CASH,-,-,-,94500,-,0,0,-,0
60922,01SCS19E020035,CASH,-,-,-,94500,-,0,0,-,0
60923,01SCS19E020036,CASH,-,-,-,160000,-,0,0,-,0
60924,01SCS19E020037,CASH,-,-,-,368000,-,0,0,-,0
60926,01SCS19E020039,CASH,-,-,-,189000,-,0,0,-,0
60927,01SCS19E020040,CASH,-,-,-,210000,-,0,0,-,0
60928,01SCS19E020041,CASH,-,-,-,112000,-,0,0,-,0
60929,01SCS19E020042,CASH,-,-,-,135000,-,0,0,-,0
60930,01SCS19E020043,CASH,-,-,-,175000,-,0,0,-,0
60931,01SCS19E020044,CASH,-,-,-,84000,-,0,0,-,0
60933,01SCS19E020046,CASH,-,-,-,135000,-,0,0,-,0
60934,01SCS19E020047,CASH,-,-,-,94500,-,0,0,-,0
60935,01SCS19E020048,CASH,-,-,-,2102000,-,0,0,-,0
60936,01SCS19E020049,CASH,-,-,-,84000,-,0,0,-,0
60937,01SCS19E020050,CASH,-,-,-,98000,-,0,0,-,0
60938,01SCS19E020051,CASH,-,-,-,395500,-,0,0,-,0
60939,01SCS19E020052,CASH,-,-,-,530300,-,0,0,-,0
60942,01SCS19E020055,CASH,-,-,-,220500,-,0,0,-,0
60943,01SCS19E020056,CASH,-,-,-,120000,-,0,0,-,0
60946,01SCS19E020059,CASH,-,-,-,95200,-,0,0,-,0
60947,01SCS19E020060,CASH,-,-,-,360000,-,0,0,-,0
60948,01SCS19E020061,CASH,-,-,-,318500,-,0,0,-,0
60949,01SCS19E020062,CASH,-,-,-,413700,-,0,0,-,0
60951,01SCS19E020064,CASH,-,-,-,280000,-,0,0,-,0
60952,01SCS19E020065,CASH,-,-,-,98000,-,0,0,-,0
60953,01SCS19E020066,CASH,-,-,-,160000,-,0,0,-,0
60954,01SCS19E020067,CASH,-,-,-,116000,-,0,0,-,0
60955,01SCS19E020068,CASH,-,-,-,116000,-,0,0,-,0
60957,01SCS19E020070,CASH,-,-,-,302500,-,0,0,-,0
60958,01SCS19E020071,CASH,-,-,-,120000,-,0,0,-,0
60960,01SCS19E020073,CASH,-,-,-,220500,-,0,0,-,0
60962,01SCS19E020075,CASH,-,-,-,423500,-,0,0,-,0
60963,01SCS19E020076,CASH,-,-,-,88000,-,0,0,-,0
60964,01SCS19E020077,CASH,-,-,-,232000,-,0,0,-,0
60965,01SCS19E020078,CASH,-,-,-,105000,-,0,0,-,0
60967,01SCS19E020080,CASH,-,-,-,160000,-,0,0,-,0
60968,01SCS19E020081,CASH,-,-,-,160000,-,0,0,-,0
60969,01SCS19E020082,CASH,-,-,-,210500,-,0,0,-,0
60970,01SCS19E020083,CASH,-,-,-,160000,-,0,0,-,0
60971,01SCS19E020084,CASH,-,-,-,501000,-,0,0,-,0
60972,01SCS19E020085,CASH,-,-,-,260000,-,0,0,-,0
60973,01SCS19E020086,CASH,-,-,-,220300,-,0,0,-,0
60974,01SCS19E020087,CASH,-,-,-,232000,-,0,0,-,0
60975,01SCS19E020088,CASH,-,-,-,906700,-,0,0,-,0
60978,01SCS19E020091,CASH,-,-,-,280000,-,0,0,-,0
60980,01SCS19E020093,CASH,-,-,-,164500,-,0,0,-,0
60981,01SCS19E020094,CASH,-,-,-,220500,-,0,0,-,0
60982,01SCS19E020095,CASH,-,-,-,94500,-,0,0,-,0
60983,01SCS19E020096,CASH,-,-,-,175000,-,0,0,-,0
60985,01SCS19E020098,CASH,-,-,-,108500,-,0,0,-,0
60989,01SCS19E020102,CASH,-,-,-,165000,-,0,0,-,0
60990,01SCS19E020103,CASH,-,-,-,94500,-,0,0,-,0
60992,01SCS19E020105,CASH,-,-,-,94500,-,0,0,-,0
60994,01SCS19E020107,CASH,-,-,-,252000,-,0,0,-,0
60995,01SCS19E020108,CASH,-,-,-,28000,-,0,0,-,0
60996,01SCS19E020109,CASH,-,-,-,160000,-,0,0,-,0
60998,01SCS19E020111,CASH,-,-,-,370500,-,0,0,-,0
60999,01SCS19E020112,CASH,-,-,-,144000,-,0,0,-,0
61000,01SCS19E020113,CASH,-,-,-,221500,-,0,0,-,0
61001,01SCS19E020114,CASH,-,-,-,116000,-,0,0,-,0
61002,01SCS19E020115,CASH,-,-,-,115500,-,0,0,-,0
61003,01SCS19E020116,CASH,-,-,-,165500,-,0,0,-,0
61004,01SCS19E020117,CASH,-,-,-,120000,-,0,0,-,0
61005,01SCS19E020118,CASH,-,-,-,189000,-,0,0,-,0
61006,01SCS19E020119,CASH,-,-,-,120000,-,0,0,-,0
61007,01SCS19E020120,CASH,-,-,-,270000,-,0,0,-,0
61008,01SCS19E020121,CASH,-,-,-,100000,-,0,0,-,0
61009,01SCS19E020122,CASH,-,-,-,105000,-,0,0,-,0
61010,01SCS19E020123,CASH,-,-,-,252000,-,0,0,-,0
61011,01SCS19E020124,CASH,-,-,-,120000,-,0,0,-,0
61013,01SCS19E020126,CASH,-,-,-,165000,-,0,0,-,0
61014,01SCS19E020127,CASH,-,-,-,236000,-,0,0,-,0
61015,01SCS19E020128,CASH,-,-,-,124000,-,0,0,-,0
61016,01SCS19E020129,CASH,-,-,-,370500,-,0,0,-,0
61017,01SCS19E020130,CASH,-,-,-,252000,-,0,0,-,0
61020,01SCS19E020133,CASH,-,-,-,112000,-,0,0,-,0
61021,01SCS19E020134,CASH,-,-,-,252000,-,0,0,-,0
61026,01SCS19E020139,CASH,-,-,-,98000,-,0,0,-,0
61029,01SCS19E030001,CASH,-,-,-,245000,-,0,0,-,0
61030,01SCS19E030002,CASH,-,-,-,400000,-,0,0,-,0
61031,01SCS19E030003,CASH,-,-,-,220500,-,0,0,-,0
61032,01SCS19E030004,CASH,-,-,-,160000,-,0,0,-,0
61033,01SCS19E030005,CASH,-,-,-,135200,-,0,0,-,0
61035,01SCS19E030007,CASH,-,-,-,252000,-,0,0,-,0
61037,01SCS19E030009,CASH,-,-,-,199500,-,0,0,-,0
61039,01SCS19E030011,CASH,-,-,-,159500,-,0,0,-,0
61040,01SCS19E030012,CASH,-,-,-,291700,-,0,0,-,0
61041,01SCS19E030013,CASH,-,-,-,105000,-,0,0,-,0
61042,01SCS19E030014,CASH,-,-,-,94500,-,0,0,-,0
61043,01SCS19E030015,CASH,-,-,-,252000,-,0,0,-,0
61044,01SCS19E030016,CASH,-,-,-,227500,-,0,0,-,0
61046,01SCS19E030018,CASH,-,-,-,140000,-,0,0,-,0
61047,01SCS19E030019,CASH,-,-,-,96000,-,0,0,-,0
61048,01SCS19E030020,CASH,-,-,-,224000,-,0,0,-,0
61049,01SCS19E030021,CASH,-,-,-,312500,-,0,0,-,0
61051,01SCS19E030023,CASH,-,-,-,94500,-,0,0,-,0
61052,01SCS19E030024,CASH,-,-,-,144000,-,0,0,-,0
61053,01SCS19E030025,CASH,-,-,-,220500,-,0,0,-,0
61054,01SCS19E030026,CASH,-,-,-,103200,-,0,0,-,0
61055,01SCS19E030027,CASH,-,-,-,296300,-,0,0,-,0
61056,01SCS19E030028,CASH,-,-,-,50000,-,0,0,-,0
61057,01SCS19E030029,CASH,-,-,-,380500,-,0,0,-,0
61058,01SCS19E030030,CASH,-,-,-,148000,-,0,0,-,0
61059,01SCS19E030031,CASH,-,-,-,98000,-,0,0,-,0
61060,01SCS19E030032,CASH,-,-,-,336500,-,0,0,-,0
61061,01SCS19E030033,CASH,-,-,-,144000,-,0,0,-,0
61062,01SCS19E030034,CASH,-,-,-,189000,-,0,0,-,0
61063,01SCS19E030035,CASH,-,-,-,695100,-,0,0,-,0
61064,01SCS19E030036,CASH,-,-,-,220500,-,0,0,-,0
61065,01SCS19E030037,CASH,-,-,-,300000,-,0,0,-,0
61066,01SCS19E030038,CASH,-,-,-,584500,-,0,0,-,0
61067,01SCS19E030039,CASH,-,-,-,252000,-,0,0,-,0
61068,01SCS19E030040,CASH,-,-,-,136000,-,0,0,-,0
61069,01SCS19E030041,CASH,-,-,-,68000,-,0,0,-,0
61070,01SCS19E030042,CASH,-,-,-,63200,-,0,0,-,0
61071,01SCS19E030043,CASH,-,-,-,154000,-,0,0,-,0
61072,01SCS19E030044,CASH,-,-,-,111300,-,0,0,-,0
61073,01SCS19E030045,CASH,-,-,-,368000,-,0,0,-,0
61074,01SCS19E030046,CASH,-,-,-,729500,-,0,0,-,0
61075,01SCS19E030047,CASH,-,-,-,111300,-,0,0,-,0
61076,01SCS19E030048,CASH,-,-,-,116000,-,0,0,-,0
61077,01SCS19E030049,CASH,-,-,-,175000,-,0,0,-,0
61079,01SCS19E030051,CASH,-,-,-,28000,-,0,0,-,0
61080,01SCS19E030052,CASH,-,-,-,392000,-,0,0,-,0
61081,01SCS19E030053,CASH,-,-,-,419800,-,0,0,-,0
61082,01SCS19E030054,CASH,-,-,-,116000,-,0,0,-,0
61083,01SCS19E030055,CASH,-,-,-,247200,-,0,0,-,0
61084,01SCS19E030056,CASH,-,-,-,112000,-,0,0,-,0
61086,01SCS19E030058,CASH,-,-,-,220500,-,0,0,-,0
61087,01SCS19E030059,CASH,-,-,-,252000,-,0,0,-,0
61090,01SCS19E030062,CASH,-,-,-,175000,-,0,0,-,0
61091,01SCS19E030063,CASH,-,-,-,424500,-,0,0,-,0
61093,01SCS19E030065,CASH,-,-,-,256000,-,0,0,-,0
61094,01SCS19E030066,CASH,-,-,-,84000,-,0,0,-,0
61098,01SCS19E030070,CASH,-,-,-,101500,-,0,0,-,0
61099,01SCS19E030071,CASH,-,-,-,264000,-,0,0,-,0
61100,01SCS19E030072,CASH,-,-,-,159500,-,0,0,-,0
61102,01SCS19E030074,CASH,-,-,-,412000,-,0,0,-,0
61103,01SCS19E030075,CASH,-,-,-,220500,-,0,0,-,0
61104,01SCS19E030076,CASH,-,-,-,741500,-,0,0,-,0
61105,01SCS19E030077,CASH,-,-,-,105000,-,0,0,-,0
61106,01SCS19E030078,CASH,-,-,-,120000,-,0,0,-,0
61107,01SCS19E030079,CASH,-,-,-,120000,-,0,0,-,0
61109,01SCS19E030081,CASH,-,-,-,252000,-,0,0,-,0
61110,01SCS19E030082,CASH,-,-,-,109000,-,0,0,-,0
61111,01SCS19E030083,CASH,-,-,-,108000,-,0,0,-,0
61112,01SCS19E030084,CASH,-,-,-,210000,-,0,0,-,0
61113,01SCS19E030085,CASH,-,-,-,248000,-,0,0,-,0
61114,01SCS19E030086,CASH,-,-,-,360000,-,0,0,-,0
61115,01SCS19E030087,CASH,-,-,-,94500,-,0,0,-,0
61116,01SCS19E030088,CASH,-,-,-,284000,-,0,0,-,0
61117,01SCS19E030089,CASH,-,-,-,111300,-,0,0,-,0
61118,01SCS19E030090,CASH,-,-,-,185000,-,0,0,-,0
61119,01SCS19E030091,CASH,-,-,-,160000,-,0,0,-,0
61120,01SCS19E030092,CASH,-,-,-,245000,-,0,0,-,0
61122,01SCS19E030094,CASH,-,-,-,385000,-,0,0,-,0
61123,01SCS19E030095,CASH,-,-,-,175000,-,0,0,-,0
61124,01SCS19E030096,CASH,-,-,-,240000,-,0,0,-,0
61125,01SCS19E030097,CASH,-,-,-,220500,-,0,0,-,0
61126,01SCS19E030098,CASH,-,-,-,116000,-,0,0,-,0
61127,01SCS19E030099,CASH,-,-,-,220500,-,0,0,-,0
61129,01SCS19E030101,CASH,-,-,-,278800,-,0,0,-,0
61130,01SCS19E030102,CASH,-,-,-,214000,-,0,0,-,0
61131,01SCS19E030103,CASH,-,-,-,105000,-,0,0,-,0
61132,01SCS19E030104,CASH,-,-,-,98000,-,0,0,-,0
61133,01SCS19E030105,CASH,-,-,-,325500,-,0,0,-,0
61134,01SCS19E030106,CASH,-,-,-,340500,-,0,0,-,0
